,name_zh,name_en,categorys,area,duration,date,awards,director,actors,rate,rate_num,money,ranking
0,消失的爱人,Gone Girl,"['剧情', '悬疑', '惊悚', '犯罪']",美国,149分钟,2014-09-26美国上映,"['第87届奥斯卡金像奖', '第72届金球奖', '第87届奥斯卡金像奖', '第72届金球奖', '第68届英国电影学院奖', '第5届北京国际电影节', '第24届MTV电影奖', '第41届人民选择奖', '第41届土星奖', '第18届好莱坞电影奖', '第54届美国剪辑工会奖', '第21届美国演员工会奖', '第86届美国国家评论协会奖', '第67届美国编剧工会奖', '第13届华盛顿影评人协会奖', '第27届芝加哥影评人协会奖', '第18届美国在线影评人协会奖']",大卫·芬奇,"['本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '米西·派勒', '大卫·芬奇', '本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '米西·派勒', '金·迪金斯', '泰勒·派瑞', '凯西·威尔逊', '波伊德·霍布鲁克', '凯瑟琳·罗斯·帕金斯', '杰米·麦克沙恩', '大卫·柯来龙', '斯科特·麦克纳里', '丽萨·巴恩斯', '劳伦·格莱齐尔', 'Blake Sheldon', 'Joel Shock', 'Mark Atteberry', '帝博恩·米切尔', '艾米丽·拉塔科斯基', '萝拉·科克', '雪拉·渥德', '李·诺里斯', '莱昂纳德·凯利-扬', 'Pete Housman', '琳恩·A·弗里德曼', 'Darin Cooper', 'Kate Campbell', 'Brett Leigh', 'Antonio St. James', '朱丽亚·普鲁德霍姆', '库珀·索恩顿', '赛恩斯雀里马特', 'Ashley Cope', 'Lexis Nutt', 'L.A. Williams', 'Sean Guse', 'Ricky Wood', 'Fred Cross', '斯科特·武田', 'Donna Rusch', 'Kathy Sweeney Meadows', 'Mark T Anderson', 'Marc Abbink', 'Tina Redmond', 'Thomas R. Baker', 'Jonathan Retamoza-Davila', '比尔·布莱尔', 'Gregoer Boru', 'Tracy Brotherton', 'Buda', '威尔·C', 'Caroline Clements', '弗农·科特士', 'Tony Cronin', 'Taber Cross', 'Darren Deloach', '南希·德马尔斯', 'Kyle Durant', 'Tyler Ecklund', '琳赛·伊丽莎白', 'Nicolas Fagerberg', 'Bobby Greer', 'Alexander Michael Helisek', 'Leslie A. Hughes', 'Davina Joy', '琳达·康', 'Michael Kelly', 'Grant Liffmann', 'Andrea Lorenzconrad', 'Katy Marcella', 'Aaron Massey', 'Saffron Mazzia', 'Orion McCabe', 'Roz McHenry', 'Bryan McKinley', 'Steven Moreton', 'Cole Mueller', 'Terry Myers', 'Justin Nesbitt', '基思·努斯鲍姆', '马克·帕瑞施', '林恩·奎因', 'Lisa Richman', 'Jaclyn Rose', '萨赫丽玛', 'Dale Shane', 'Rick Silver', 'Michelle Skidmore', '拉斯·斯兰德', 'Robert Tarpinian', 'Thomas Heath', 'Ire S. Wardlaw', 'Tracy Weisert', 'Amy Wray', 'Ronnie Phillips', 'Brandon Oatsvall', 'Alison Niermann', 'Michelle Winters', 'Cheryl Cruse Weston', 'Samuel Baca', 'Casey Ruggieri', '凯莉·库恩', '杨孟霖', '谭宫柔真', '派屈克·福吉特', 'Ashley Didion', '吉莉安·弗琳', '切安·查芬', '莱斯利·迪克逊', '乔舒亚·多嫩', '阿诺恩·米尔坎', '布鲁纳·帕潘德里亚', '瑞茜·威瑟斯彭', 'Jim Davidson', '杰夫·克隆威斯', '杰夫·克隆威斯', 'Sue Chan', '道恩·斯维德斯基', '鲜光剑', '唐纳德·格雷厄姆·伯特', '柯克·巴克斯特', 'Adam Swegarden', 'Patty Carey', 'Ted Alvarez', '特伦特·雷诺', '阿提喀斯·罗斯', '特伦特·雷诺', '阿提喀斯·罗斯', 'Mike Garson', 'Linus Lau', '彼得·罗特', 'Yarden Levo', '柯特妮·迈尔斯', 'Derek Peterson', 'Paul Schneider', 'Mollie Stallman', 'Robert Teten', 'Katey Wheelhouse', '唐纳德·格雷厄姆·伯特', '鲜光剑', '崔茜·萨默维尔', 'Aurora Bergere', '凯特·比斯科', 'Mark Rappaport', 'Deborah Patino Rutherford', '金·桑坦托尼奥', '加里·J·滕尼克利夫', '埃里克·巴尔巴', 'Charlie Iturriaga', 'James Pastorius', '扎克·贾德森', 'Lisa Beroud', '特伦特·克劳斯', 'Brian Gazdik', 'Rizza Go', '保罗·兰伯特', '布莱斯·利斯维尔德', 'Ken Locsmandi', '托马斯·尼特曼', 'Chad Peter', '史蒂夫·普雷格', '埃德森·威廉姆斯', '杰姬·R·雅各布森', 'Thom Brennan', 'Madison Ainley', '特伦特·雷诺', 'Ron Bolanowski', '阿提喀斯·罗斯', '科亚·艾略特', 'Richard Brunton', '马尔科姆·斐弗', 'David C. Hughes', 'Lori Berlanga', 'Clint Carney', '伦·克斯', 'Dianne Chadwick', 'Daniel Laurie', '杰瑞米·莫洛德', '阿利森·迪·穆尔', '阿尔·尼尔森', 'Jim Davidson', '大卫·帕克', 'Richard Quinn', 'Katrina Elder', 'John Roesch', '迈克尔·斯曼内科', 'John Soukup', 'Ethan Goodwin', '格温多林·叶茨·惠特尔', 'Hope LaVelle', 'Vinson Jae', 'Michael J. White', 'Evan Liss', 'Paul Knubley', 'Michael LaCorte', 'Lindsay McGrail', 'Holly Meinert', 'Robert Misetich', 'Veronica Read', 'Kim Ronstadt', 'Anna Rubley', 'Matt Sigloch', 'David Smith', 'Flynn Smith', 'Thomas T. Taylor', 'Austin Wood', 'Jane Wuu', 'Tyler Atkinson', 'Tim Clawson', 'Stacey Woods', 'Ted Alvarez', 'Patty Carey', '汤姆·古斯塔夫森', 'Marek Bojsza', 'Patrick Bond', 'Mike Garson', 'Linus Lau', 'Stacey Rand', 'J.D. Funari', 'Deedra Ricketts', 'Monica Haynes-Nino', 'Robert E. Dingle', 'Adam Swegarden', '彼得·罗特', '迈克尔·坎弗', 'Tim Hawn', '瓦希·内多曼斯基', '泰勒·纳尔逊', 'Aaron Mager', '埃里克·梅塞施密特', 'Peter Rosenfeld', 'Cameron Smith', 'Cody Strong', 'Bradley Everett Wilson', '拉瑞·梅菲尔德', '汤姆·古斯塔夫森', 'Stacey Rand', 'Deedra Ricketts', '道格拉斯·A·莫瓦特', '特伦特·雷诺', '阿提喀斯·罗斯', 'Ted Alvarez', 'Patty Carey', 'Adam Swegarden', 'Ron Bolanowski', 'Monica Haynes-Nino', 'Madison Ainley', 'Richard Brunton', 'Mike Garson', 'Linus Lau', 'Lori Berlanga', 'J.D. Funari', 'Clint Carney', 'Monica Haynes-Nino', 'Robert E. Dingle', 'Dianne Chadwick', '内特·格罗斯', '彼得·罗特', '迈克尔·坎弗', '瓦希·内多曼斯基', '泰勒·纳尔逊', 'Katrina Elder', 'Ethan Goodwin', 'Hope LaVelle', 'Vinson Jae', 'Evan Liss', 'Paul Knubley', 'Michael LaCorte', 'Lindsay McGrail', 'Holly Meinert', 'Robert Misetich', 'Veronica Read', 'Kim Ronstadt', 'Anna Rubley', 'Matt Sigloch', 'David Smith', 'Flynn Smith', 'Thomas T. Taylor', 'Austin Wood', 'Tyler Atkinson', 'Jane Wuu', 'Tim Clawson', 'Stacey Woods']",8.7,1649.0,-1.0,66.0
1,霸王别姬,Farewell My Concubine,"['剧情', '爱情']","中国大陆,中国香港",171分钟,1993-07-26中国大陆上映,"['第66届奥斯卡金像奖', '第46届戛纳电影节', '第66届奥斯卡金像奖', '第46届戛纳电影节', '第47届英国电影学院奖', '第19届上海国际电影节', '第19届法国电影凯撒奖', '第20届华鼎奖']",陈凯歌,"['张国荣', '张丰毅', '巩俐', '吕齐', '陈凯歌', '张国荣', '张丰毅', '巩俐', '吕齐', '英达', '葛优', '雷汉', '童弟', '尹治', '马明威', '赵海龙', '费振翔', '李丹', '杨永超', '黄斐', '蒋雯丽', '智一桐', '李春', '吴大维', '黄磊', '宋小川', '张进战', '关之琳', '毛舜筠', '吴君如', '黄百鸣', '吴孟达', '卢敏仪', '黄光亮', '许晴', '岳华', '沈慧芬', '冯远征', '杨立新', '徐杰', '方征', '周璞', '隋永清', '吕奇', '李碧华', 'Bik-Wa Lei', '芦苇', '徐枫', '徐彬', '张霞', '唐纳德·蓝瓦德', '徐杰', '才汝彬', '高秀兰', '成志谷', '顾长卫', '纪建民', '亢晓天', '顾长卫', '陈怀皑', '霍廷霄', '杨占家', '杨予和', '陶经', '裴小南', '李宗盛', '赵季平', '赵季平', '金平', '白玉', '张金庭', '张进战', '陈怀皑', '杨予和', '杨占家', '陈昌敏', '陈长敏', '姜锦明', '范青山', '宋小川', '陶经', '张先春', '吕荫培', '赵季平', '孔劲蕾', '舒琪', '哈维·韦恩斯坦']",9.4,7797.0,50000.0,7.0
2,二十二,Twenty Two,['纪录片'],中国大陆,99分钟,2017-08-14中国大陆上映,"['第23届华鼎奖', '第23届华鼎奖']",郭柯,"['毛银梅', '何玉珍', '李凤云', '张先兔', '郭柯', '毛银梅', '何玉珍', '李凤云', '张先兔', '李秀梅', '赵兰英', '刘改连', '任兰娥', '郝菊香', '骈焕英', '李爱连', '曹黑毛', '刘风孩', '符桂英', '林爱兰', '符美菊', '王志凤', '李美金', '陈连村', '陈亚扁', '黄有良', '韦绍兰', '罗善学', '郭柯', '郭柯', '陈伟雄', '陈妍希', '蔡涛', '蔡涛', '廖庆松', '郭柯', '阿沃·帕特', '阿沃·帕特', '阿沃·帕特', '丁业恒', '康伟东', '苏智良', '张歆艺', '阿沃·帕特', '廖庆松']",9.2,208000.0,171000000.0,97.0
3,一一,Yi yi: A One and a Two,"['剧情', '爱情', '家庭']","中国台湾,日本",173分钟,2000-06-26德国上映,"['第53届戛纳电影节', '第21届香港金像奖', '第53届戛纳电影节', '第21届香港金像奖', '第10届华语电影传媒大奖', '第2届华语电影传媒大奖', '第1届华语电影传媒大奖']",杨德昌,"['吴念真', '金燕玲', '李凯莉', '林孟瑾', '杨德昌', '吴念真', '金燕玲', '李凯莉', '林孟瑾', '张洋洋', '陈以文', '柯宇纶', '唐如韫', '杨德昌', '尾形一成', '萧淑慎', '曾心怡', '徐淑媛', '张育邦', '陈希圣', '许安安', '柯素云', '陶大宇', 'Kai-Li Peng', '唐从圣', '戴立忍', '陶传正', '宋少卿', '孙法钧', '津田健次郎', '李永丰', '江惠惠', '刘亮佐', '范瑞君', 'Chi-Tung Yu', '罗北安', '邓安宁', '苗子杰', '杨淇', 'Kiyotaka Ueno', 'Christian Storms', 'Shi-hui Chin', 'Kuo-Chih Shu', 'Mei-Yun Yu', 'Antonio Lee', 'Yuen-Cheng Cheng', '李键昌', '徐珪莹', 'Shih-Ping Yang', '杨谨华', 'Cheng-Wan Pieh', 'Shih-hue Tu', '毛训容', '杨德昌', '河井真也', '余为彦', 'Osamu Kunota', 'Naoko Tsukeda', 'Michiyo Satô', 'Yoshiko Okura', '陈希圣', '杨渭汉', '李龙禹', '杨渭汉', '李龙禹', '陈怀恩', '陈博文', '杜笃之', 'Kai-Li Peng', 'Yu-Hui Wang', 'Shih-Ping Yang', '川野浩司', '王郁惠', 'Peng', 'Hua Kao', '杜笃之', '关锦鹏', '岩井俊二', 'Lung-Yu Li', '杨顺清', '姜秀琼', 'Kai-Li Peng', '汤尼·雷恩']",8.9,198.0,-1.0,45.0
4,三块广告牌,"Three Billboards Outside Ebbing, Missouri","['剧情', '犯罪']",美国,115分钟,2018-03-02中国大陆上映,"['第90届奥斯卡金像奖', '第74届威尼斯电影节', '第90届奥斯卡金像奖', '第74届威尼斯电影节', '第75届金球奖', '第71届英国电影学院奖', '第42届日本电影学院奖', '第44届法国电影凯撒奖', '第63届意大利大卫奖', '第29届美国制片人工会奖', '第23届评论家选择奖', '第33届独立精神奖', '第21届好莱坞电影奖', '第20届英国独立电影奖', '第61届日本电影蓝丝带奖', '第68届美国剪辑工会奖', '第70届美国导演工会奖', '第24届美国演员工会奖', '第18届美国电影学会奖', '第16届华盛顿影评人协会奖', '第22届美国艺术指导工会奖', '第30届芝加哥影评人协会奖', '第20届美国服装设计工会奖', '第21届美国在线影评人协会奖', '第52届美国国家影评人协会奖', '第22届金卫星奖']",马丁·麦克唐纳,"['弗兰西斯·麦克多蒙德', '伍迪·哈里森', '山姆·洛克威尔', '艾比·考尼什', '马丁·麦克唐纳', '弗兰西斯·麦克多蒙德', '伍迪·哈里森', '山姆·洛克威尔', '艾比·考尼什', '卢卡斯·赫奇斯', '彼特·丁拉基', '约翰·浩克斯', '卡莱伯·兰德里·琼斯', '凯瑟琳·纽顿', '凯瑞·康顿', '泽利科·伊万内克', '萨玛拉·维文', '克拉克·皮特斯', '尼克·西塞', '阿曼达·沃伦', '马拉特·巴沙罗夫', '布兰登·萨克斯顿', '迈克尔·艾伦·米利甘', '桑蒂·马丁', '克里斯托弗·贝瑞', '杰瑞温塞特', '马库斯·里尔·布朗', '劳伦斯·特纳', '西拉·阿特伍德', '里亚·梅·阿特伍德', '达里尔·哈达里·布里特-吉布森', 'Alejandro Barrios', 'Gregory Nassif St. John', 'Jason Ledford', '威廉J·哈里森', 'Eleanor T. Threatt', '马丁·麦克唐纳', '马丁·麦克唐纳', '卑尔根·斯旺森', '丹尼尔·巴特塞克', '格雷厄姆·布罗德本特', '彼得·切尔宁', '本·戴维斯', '本·戴维斯', 'Jesse Rosenthal', '乔恩·格雷戈里', '卡特·布尔维尔', '卡特·布尔维尔', '约翰·沃赫斯特', 'Peter Kohn', 'Inbal Weinberg', '梅丽莎·托斯', '西德妮·科内尔', 'Sarah Graham', 'Tyler Gooden', 'Simon Hughes', 'Lisa Theresa Downey-Dent', 'Jason M. Halverson', 'Timothy P. Jones', 'Nick Baldock', '克里斯·伯顿', 'Doug Cooper', 'Patrick Ghislain', 'Alek Goosse', 'Alexa Kahn', 'Christer Melén', 'John Soukup', '约阿基姆·桑德斯特罗姆', 'Ian Hayes Brett', '斯蒂芬·S·坎帕内利', 'Ross Dunkerley', 'Albert Hedgepeth', 'Ryan Huston', '萨拉·芬兰', '卑尔根·斯旺森', '卡特·布尔维尔', 'Brandon Goertz', '约翰·伯纳克', 'Mark Chadwick', 'Doug Coleman', '伊莱扎·科尔曼', 'Joseph S. Griffo', 'Bob Marrocco', '迈克尔·艾伦·米利甘', 'Heather Stacey', 'Mark Aaron Wagner', '布尔特·达尔顿', '约翰·伯纳克', 'Mark Chadwick', 'Doug Coleman', '伊莱扎·科尔曼', 'Joseph S. Griffo', 'David A. Poole', 'Bob Marrocco', '迈克尔·艾伦·米利甘', 'Mark Aaron Wagner', 'Joseph La Corte', 'Nicholas Bussey', 'James Corless', 'Tonie Farace', 'Adam M. Duthie', 'Jennifer Davis', '约翰·沃赫斯特', 'Jay Floyd', 'David Sandeep Robert', 'Jonathan Taylor']",8.6,36454.0,64990000.0,34.0
5,菊次郎的夏天,菊次郎の夏,"['剧情', '喜剧']",日本,120分钟,2020-09-25中国大陆上映,"['第52届戛纳电影节', '第51届戛纳电影节', '第52届戛纳电影节', '第51届戛纳电影节', '第23届日本电影学院奖']",北野武,"['北野武', '关口雄介', '岸本 加世子', '吉行和子', '北野武', '北野武', '关口雄介', '岸本 加世子', '吉行和子', '大家由祐子', '麿赤儿', '今村鼠', '细川典江', '关根大学', '稻宫诚', '大叶冬', '田中要次', '井手博士', 'Beat Kiyoshi', 'Great Gidayu', 'Hisahiko Murasawa', 'Tarou Suwata', 'Hidehisa Ebata', '小岛可奈子', 'Kyoko Nagata', 'Shimie Komura', 'Yuki Tsukamoto', 'Yuko Yasui', 'Kenta Arai', '细川忍', 'Takeshi Onishi', 'Naoto Seshimo', 'Yoshiyuki Ukon', '大槻修治', '铃木忠幸', '兼子二郎', '诹访太朗', '小林惠美', '北野武', '吉田多喜男', 'Shinji Komiya', '森昌行', '柳岛克己', '柳岛克己', '矶田典宏', '太田义则', '北野武', '久石让', '久石让', '清水浩', '尾关龙生', '堀内战治', '高屋斋', '中田秀子', '尾关龙生', '久石让', '中田秀子', '筒井真理子', 'Andrew P. Kirkham']",8.8,6430.0,9060000.0,60.0
6,飞越疯人院,One Flew Over the Cuckoo's Nest,['剧情'],美国,133分钟,1975-11-19美国上映,"['第48届奥斯卡金像奖', '第33届金球奖', '第48届奥斯卡金像奖', '第33届金球奖', '第30届英国电影学院奖', '第2届法国电影凯撒奖', '第3届人民选择奖', '第21届意大利大卫奖', '第50届日本电影旬报奖', '第15届美国剪辑工会奖', '第40届纽约影评人协会奖', '第28届美国导演工会奖']",米洛斯·福尔曼,"['杰克·尼科尔森', '路易丝·弗莱彻', '威尔·萨姆森', '丹尼·德维托', '米洛斯·福尔曼', '杰克·尼科尔森', '路易丝·弗莱彻', '威尔·萨姆森', '丹尼·德维托', '克里斯托弗·洛伊德', '西德尼·拉斯克', '文森特·斯卡维利', '布拉德·道里夫', '威廉·雷德菲尔德', '迈克尔·贝里曼', '彼得·布罗科', '迪恩·R·布鲁克斯', '威廉·达尔', '乔西普·艾利克', '斯加特曼·克罗索斯', '穆瓦科·卡姆布卡', '阿伦佐·布朗', 'Lan Fendors', '内森·乔治', '米斯·斯马尔', '路易莎·莫里茨', '肯·肯尼', '索尔·扎恩兹', '安吉利卡·休斯顿', '梅尔·兰伯特', '凯·李', '德怀特·马费尔德', '特德·马克兰德', '菲利普·罗斯', '米米·萨奇席恩', '德罗斯·V·史密斯', 'Tin Welch', 'Tom McCall', 'James V. Shore', '奥黛丽·兰德斯', '米洛斯·福尔曼', '迈克尔·道格拉斯', '柯克·道格拉斯', '博·古德曼', '肯·凯西', '厄比·史密斯', '肯·凯西', '博·古德曼', '劳伦斯·奥邦', '达尔·瓦瑟曼', '迈克尔·道格拉斯', '索尔·扎恩兹', 'Jonathan Halperin', '比尔·泽西', '哈斯克尔·韦克斯勒', '哈斯克尔·韦克斯勒', '比尔·巴特勒', ""Edwin O'Donovan"", '谢尔顿·卡恩', '琳齐·克林曼', '赵汝钜', '杰克·尼切', '杰克·尼切', 'William Saint John', '厄比·史密斯', '保罗·席尔勃', '艾基·盖拉尔德·罗杰尔斯', 'Fred B. Phillips', '马克·伯格', 'Pat Jackson', '拉里·乔斯特', 'Mary McGlone', 'Veronica Selver', 'John Nutt', '比尔·巴特勒', 'Dick Colean', '威廉·弗兰克', 'Hugh K. Gagnier', 'Robert M. Stevens', '迈克·芬顿', '乔尔·道格拉斯', '厄尔文·萨拉夫', '乔尔·切尔诺夫', '杰克·尼切', 'Alan Gibbs', 'Alan Gibbs', '艾基·盖拉尔德·罗杰尔斯', '韦恩·菲茨杰拉德', 'Arthur Coburn', 'Bonnie Koehler', 'Jay Miracle', 'Katherine Wilson']",8.8,478.0,-1.0,44.0
7,西西里的美丽传说,Malèna,"['剧情', '爱情', '战争']",美国，意大利,109分钟,2000-10-26意大利上映,"['第73届奥斯卡金像奖', '第51届柏林国际电影节', '第73届奥斯卡金像奖', '第51届柏林国际电影节', '第58届金球奖', '第54届英国电影学院奖']",朱塞佩·托纳多雷,"['莫妮卡·安娜·玛丽亚·贝鲁奇', '朱塞佩·苏尔法罗', '玛蒂尔德·皮亚纳', '埃丽萨·莫鲁奇', '朱塞佩·托纳多雷', '莫妮卡·安娜·玛丽亚·贝鲁奇', '朱塞佩·苏尔法罗', '玛蒂尔德·皮亚纳', '埃丽萨·莫鲁奇', '奥罗拉·夸特罗基', '露琪亚·萨多', '瓦尼·布拉马蒂', 'Salvatore Martino', '安东内洛·普利西', 'Noam Morgensztern', 'Pietro Notarianni', 'Gaetano Aronica', 'Luciano Federico', 'Gilberto Idonea', 'Gabriella Di Luzio', 'Maria Terranova', 'Vitalba Andrea', 'Franco Catalano', 'Totò Borgese', 'Ornella Giusto', 'Angelo Battista', 'Claudio Castrogiovanni', 'Patrizia De Libero', 'Giovanni Febraro', 'Turi Killer', 'Giovanni Martorana', 'Claudio Piano', 'Agostino Scuderi', 'Angelo Pellegrino', 'Pippo Provvidenti', 'Marcello Catalano', 'Domenico Gennaro', 'Giuseppe Pattavina', 'Emanuele Gullotto', 'Claudia Muzi', 'Conchita Puglisi', 'Paola Pace', 'Adelaide Alessi', '亚历山德罗·克雷莫纳', 'Fabrizio Ferracane', 'Antonio Fulfaro', 'Antonio Pellegrino', 'Orio Scaduto', 'Fausto Siddi', '朱塞佩·托纳多雷', '卢恰诺·温琴佐尼', '哈维·韦恩斯坦', '鲍伯·韦恩斯坦', '卡洛·伯纳斯科尼', 'Mario Cotone', '里克·施瓦茨', '拉乔斯·科泰', '拉乔斯·科泰', '弗朗西斯科·弗里格里', '马西莫·夸各里安', '恩尼奥·莫里康内', 'Angelo Giovagnoli', '恩尼奥·莫里康内', '威廉·罗斯', 'Fabio Venturi', '亚丽桑卓·阿罗纳迪奥', 'Francesco Bovino', 'Davide Cincis', '艾波特·玛格尼特', '芭芭拉·帕斯特罗维奇', '弗朗西斯科·弗里格里', 'Maurizio Millenotti Maurizio Millenotti', '亚利桑德罗·伯托拉齐', 'Hayat Ouled Dahhou', 'David Bush', 'Armando Lombardo', 'Guido Pappadá', 'Dean Beville', 'Gaetano Carito', 'Pierpaolo Merafino', '安东尼·明格拉', '恩里克·卢西堤', 'Marco Sacerdoti', 'Luigi Palmulli', 'Andrea Costantini', 'Marco Olivieri', 'Fulvio Rossi', '里克·施瓦茨', '史蒂夫·巴尼特', '布鲁诺·切萨里', '恩尼奥·莫里康内', 'Marcantonio Borghese', 'Claudio Pacifico', 'Daniel Acon', 'Claudio Pacifico', 'Alfonsina Lettieri', 'Livio Bordone', 'Ugo De Rossi', 'Angelo Giovagnoli', 'Alfonsina Lettieri', '威廉·罗斯', 'Fabio Venturi', 'Nicoletta Maggi', '艾波特·玛格尼特', 'Monica Sallustio', 'Domenico Sica', 'Fabio Scarselli']",8.2,320.0,-1.0,42.0
8,何以为家,كفرناحوم,['剧情'],黎巴嫩,116分钟,2019-04-29中国大陆上映,"['第91届奥斯卡金像奖', '第71届戛纳电影节', '第91届奥斯卡金像奖', '第71届戛纳电影节', '第76届金球奖', '第72届英国电影学院奖', '第44届法国电影凯撒奖', '第24届评论家选择奖', '第48届鹿特丹国际电影节', '第21届英国独立电影奖', '第17届华盛顿影评人协会奖', '第31届芝加哥影评人协会奖', '第30届芝加哥影评人协会奖', '第66届美国音效剪辑协会奖']",娜丁·拉巴基,"['赞恩·阿尔·拉菲亚', '约丹诺斯·希费罗', '博鲁瓦蒂夫·特雷杰·班科尔', '娜丁·拉巴基', '娜丁·拉巴基', '赞恩·阿尔·拉菲亚', '约丹诺斯·希费罗', '博鲁瓦蒂夫·特雷杰·班科尔', '娜丁·拉巴基', '卡萨尔·艾尔·哈达德', '埃利亚斯·库利', 'Suhas Palshikar', 'Leena Bhagwat', '法迪·尤瑟夫', '海塔·塞德拉·伊扎姆', '阿拉·乔什涅', '努尔·艾尔·侯赛尼', 'Fadi Kassem', '吉哈德·霍加里', 'Michelle Keserwany', '娜丁·拉巴基', '乔治斯·哈巴兹', 'Khaled Mouzanar', '乔斯琳·巴尼斯', '丹尼·格洛弗', '贾森·克利奥特', '弗阿德·米卡提', 'Khaled Mouzanar', 'Susan Rockefeller', 'Anne-Dominique Toussaint', '乔安娜·威森特', 'Christopher Aoun', 'Christopher Aoun', 'Konstantin Bock', 'Zeid Hamdan', 'Khaled Mouzanar', 'Zeina Saab de Melero', 'Emmanuel Croset', 'Nibal Arakji', 'Wolfgang Bäumler', 'Marc Codsi', 'Rodney El Haddad', 'Tom Fährmann', 'Hedinn Halldorsson', 'Narges Kalhor', 'Caroline Labaki', '文森特·马拉瓦尔', 'Chawki Matta', 'Bechara Mouzannar', 'Jesus de Melero Pereira', 'Luciano Rispoli', 'Zeina Sfeir', 'Roeg Sutherland', 'Khaled Mouzanar', 'Myriam Geagea', 'Zeid Hamdan', '贾森·克利奥特', 'Bechara Mouzannar', '奥利维耶·扎瓦萨', '弗阿德·米卡提', 'Jerry Rudes', 'Zeina Sfeir']",9.3,270000.0,377000000.0,18.0
